node_id,lon,lat
852,11.5542186,48.1274899
853,11.5564507,48.1491142
854,11.5930431,48.1313695
855,11.5913149,48.1319983
856,11.5821569,48.1336897
857,11.5748623,48.1280678
858,11.5745706,48.1280074
859,11.5742721,48.1279165
860,11.5862327,48.1358832
861,11.5889519,48.1400853
862,11.5880956,48.1384588
863,11.5877230,48.1388014
864,11.5874285,48.1394580
865,11.5925162,48.1397862
866,11.5923522,48.1395627
867,11.5916696,48.1389822
868,11.5912287,48.1381774
869,11.5737114,48.1274576
870,11.5738238,48.1272968
871,11.5675463,48.1296700
872,11.5679973,48.1300757
873,11.5672710,48.1291470
874,11.5672842,48.1283048
875,11.5668230,48.1261276
876,11.5647878,48.1309740
877,11.5657203,48.1307553
878,11.5641542,48.1298804
879,11.5621627,48.1292947
880,11.5624265,48.1298988
881,11.5631884,48.1283131
882,11.5625083,48.1305125
883,11.5625207,48.1311214
884,11.5609631,48.1294627
885,11.5609994,48.1240858
886,11.5625926,48.1225945
887,11.5636695,48.1319647
888,11.5664628,48.1313356
889,11.5661288,48.1306566
890,11.5623169,48.1313615
891,11.5599541,48.1302607
892,11.5671943,48.1295868
893,11.5685059,48.1244915
894,11.5700356,48.1253121
895,11.5706637,48.1283680
896,11.5557907,48.1346326
897,11.5534739,48.1338066
898,11.5873865,48.1432970
899,11.5938096,48.1403921
900,11.5934067,48.1420689
901,11.5871134,48.1394983
902,11.5866861,48.1401093
903,11.5870151,48.1392884
904,11.5867521,48.1383392
905,11.5850595,48.1393748
906,11.5897906,48.1409913
907,11.6021075,48.1403004
908,11.5959650,48.1481431
909,11.5960844,48.1478204
910,11.5912384,48.1327258
911,11.5912573,48.1322359
912,11.5924904,48.1296329
913,11.5902121,48.1312200
914,11.5895995,48.1317134
915,11.5938545,48.1287028
916,11.5944520,48.1282993
917,11.5894883,48.1317862
918,11.5889540,48.1316919
919,11.5874480,48.1316171
920,11.5872478,48.1316512
921,11.5865749,48.1317912
922,11.5894271,48.1317634
923,11.5849432,48.1323689
924,11.5852519,48.1322351
925,11.5829096,48.1339272
926,11.5836131,48.1330423
927,11.5837666,48.1329345
928,11.5952026,48.1263309
929,11.5853539,48.1341956
930,11.5874511,48.1346669
931,11.5881047,48.1354000
932,11.5834973,48.1349662
933,11.5809048,48.1369423
934,11.5820080,48.1374059
935,11.5807823,48.1367017
936,11.5810799,48.1364470
937,11.5816703,48.1360838
938,11.5823510,48.1356746
939,11.5832829,48.1366966
940,11.5832410,48.1346517
941,11.5829575,48.1353913
942,11.5726002,48.1451159
943,11.5730740,48.1458637
944,11.5944835,48.1454012
945,11.5941392,48.1440501
946,11.5940388,48.1473972
947,11.5945840,48.1478975
948,11.5586720,48.1265548
949,11.5663940,48.1340497
950,11.5667201,48.1335162
951,11.5667460,48.1334771
952,11.5670796,48.1324502
953,11.5670067,48.1323349
954,11.5670876,48.1271417
955,11.5675477,48.1278108
956,11.5669527,48.1260021
957,11.5667892,48.1258530
958,11.5657919,48.1264822
959,11.5671160,48.1278276
960,11.5664768,48.1270311
961,11.5741359,48.1273717
962,11.5746062,48.1269460
963,11.5728949,48.1268108
964,11.5639003,48.1212429
965,11.5899747,48.1239248
966,11.5911118,48.1236455
967,11.5918084,48.1260935
968,11.5925425,48.1265738
969,11.5734338,48.1221524
970,11.5778791,48.1262277
971,11.5772927,48.1258258
972,11.5764193,48.1252444
973,11.5760836,48.1248054
974,11.5749902,48.1234383
975,11.5746401,48.1230504
976,11.5757635,48.1228092
977,11.5781404,48.1230854
978,11.5761795,48.1230408
979,11.5741619,48.1226273
980,11.5738931,48.1224366
981,11.5761226,48.1205305
982,11.5758561,48.1201946
983,11.5763633,48.1206047
984,11.5762918,48.1208935
985,11.5763766,48.1208997
986,11.5756962,48.1230711
987,11.5782799,48.1232138
988,11.5787652,48.1235885
989,11.5793925,48.1244564
990,11.5757721,48.1207092
991,11.5784376,48.1195172
992,11.5796843,48.1201047
993,11.5799029,48.1203182
994,11.5800506,48.1205364
995,11.5802960,48.1214094
996,11.5799188,48.1214845
