node_id,lon,lat,elevation
555,11.5787365,48.1372089,521.0
556,11.5782863,48.1374214,521.0
557,11.5782273,48.1362019,521.0
558,11.5800392,48.1362007,520.0
559,11.5798036,48.1358817,520.0
560,11.5805076,48.1368092,520.0
561,11.5790801,48.1370750,521.0
562,11.5699710,48.1309293,526.0
563,11.5678846,48.1330601,525.0
564,11.5712067,48.1373718,525.0
565,11.5716333,48.1370558,525.0
566,11.5661374,48.1378599,527.0
567,11.5664679,48.1362895,524.0
568,11.5666600,48.1363093,524.0
569,11.5665573,48.1363117,524.0
570,11.5668323,48.1384606,530.0
571,11.5717038,48.1369978,525.0
572,11.5719108,48.1368392,525.0
573,11.5723948,48.1371037,525.0
574,11.5725102,48.1353274,519.0
575,11.5736535,48.1364102,530.0
576,11.5507107,48.1358614,522.0
577,11.5498820,48.1360456,524.0
578,11.5523821,48.1349248,523.0
579,11.5964321,48.1287674,533.0
580,11.5957957,48.1283365,532.0
581,11.5964148,48.1283400,533.0
582,11.5959190,48.1282826,533.0
583,11.5960857,48.1282569,533.0
584,11.5965547,48.1285366,533.0
585,11.5965425,48.1286327,533.0
586,11.5841704,48.1442804,514.0
587,11.5837759,48.1444021,514.0
588,11.5845891,48.1438734,514.0
589,11.5845599,48.1438079,514.0
590,11.5814909,48.1447601,517.0
591,11.5826328,48.1445288,517.0
592,11.5873334,48.1433101,518.0
593,11.5870900,48.1433319,518.0
594,11.5768789,48.1456707,519.0
595,11.5768750,48.1455712,519.0
596,11.5646975,48.1462200,519.0
597,11.5645310,48.1463324,525.0
598,11.5639044,48.1462658,525.0
599,11.5638107,48.1461222,525.0
600,11.5638169,48.1460985,525.0
601,11.5644057,48.1457734,518.0
602,11.5641351,48.1457852,518.0
603,11.5647633,48.1460595,519.0
604,11.5646440,48.1458566,519.0
605,11.5555562,48.1315350,524.0
606,11.5610734,48.1410348,524.0
607,11.5605350,48.1417645,524.0
608,11.5573819,48.1504334,522.0
609,11.5571683,48.1501318,522.0
610,11.5709141,48.1516934,518.0
611,11.5680934,48.1533374,517.0
612,11.5756238,48.1538628,518.0
613,11.5584568,48.1297926,525.0
614,11.5577889,48.1508829,522.0
615,11.5581232,48.1502577,522.0
616,11.5587614,48.1475789,520.0
617,11.5573673,48.1502018,522.0
618,11.5591814,48.1464947,520.0
619,11.5587097,48.1482200,519.0
620,11.5579010,48.1455959,524.0
621,11.5584655,48.1462625,520.0
622,11.5609670,48.1401748,524.0
623,11.5568502,48.1436468,525.0
624,11.5564224,48.1428233,525.0
625,11.5560535,48.1419979,531.0
626,11.5559523,48.1391434,525.0
627,11.5615735,48.1420931,524.0
628,11.5617100,48.1424924,524.0
629,11.5788831,48.1453592,519.0
630,11.5778679,48.1455781,519.0
631,11.5770298,48.1457428,519.0
632,11.5773788,48.1455440,519.0
633,11.5770534,48.1455154,519.0
634,11.5733489,48.1460982,518.0
635,11.5736183,48.1459352,518.0
636,11.5737554,48.1458953,518.0
637,11.5733359,48.1462501,518.0
638,11.5733744,48.1459478,518.0
639,11.5734961,48.1458959,518.0
640,11.5742571,48.1456782,529.0
641,11.5728413,48.1462515,517.0
642,11.5732018,48.1461906,518.0
643,11.5758927,48.1456367,519.0
644,11.5751810,48.1455078,519.0
645,11.5751306,48.1453967,519.0
646,11.5746377,48.1454275,529.0
647,11.5746966,48.1453034,529.0
648,11.5829735,48.1415363,518.0
649,11.5831013,48.1412364,518.0
650,11.5831264,48.1407997,518.0
651,11.5834746,48.1440200,514.0
652,11.5829092,48.1411443,518.0
653,11.5829896,48.1412923,518.0
654,11.5842650,48.1437953,514.0
655,11.5842811,48.1441779,514.0
656,11.5840443,48.1443382,514.0
657,11.5839579,48.1442710,514.0
658,11.5841737,48.1441141,514.0
659,11.5847629,48.1393790,517.0
660,11.5779073,48.1210739,516.0
661,11.5818241,48.1249937,519.0
662,11.5813954,48.1279151,517.0
663,11.5798578,48.1235136,516.0
664,11.5801244,48.1237905,516.0
665,11.5523652,48.1367030,523.0
666,11.5652112,48.1374876,524.0
667,11.5665918,48.1401257,523.0
668,11.5662919,48.1398961,523.0
669,11.5678041,48.1404954,526.0
670,11.5680248,48.1402882,526.0
671,11.5655624,48.1422825,528.0
672,11.5660638,48.1417717,528.0
673,11.5663648,48.1405181,523.0
674,11.5598516,48.1427043,521.0
675,11.5618485,48.1419193,524.0
676,11.5570837,48.1436964,525.0
677,11.5569232,48.1437560,524.0
678,11.5613996,48.1420514,524.0
679,11.5615320,48.1419996,524.0
680,11.5602583,48.1425054,521.0
681,11.6008680,48.1417632,527.0
682,11.5644521,48.1216019,520.0
683,11.5658788,48.1230725,521.0
684,11.5486693,48.1361143,524.0
685,11.5494298,48.1364020,524.0
686,11.5497352,48.1369070,524.0
687,11.5495930,48.1369839,524.0
688,11.5492586,48.1364667,524.0
689,11.5487566,48.1361575,524.0
690,11.5870373,48.1342438,522.0
691,11.5863078,48.1335444,522.0
692,11.5841731,48.1399313,516.0
693,11.5846440,48.1393529,517.0
694,11.5846315,48.1388104,517.0
695,11.5849105,48.1391620,517.0
696,11.5849158,48.1390709,517.0
697,11.5846325,48.1381868,517.0
698,11.5838133,48.1359942,517.0
699,11.5823589,48.1348969,518.0
700,11.5819083,48.1347521,518.0
701,11.5558698,48.1398190,519.0
702,11.5559864,48.1398107,519.0
703,11.5677714,48.1396504,526.0
704,11.5756778,48.1444649,519.0
705,11.5778970,48.1433002,521.0
706,11.5781526,48.1438445,519.0
707,11.5748312,48.1225715,516.0
708,11.5560807,48.1421070,531.0
709,11.5562352,48.1421015,531.0
710,11.5611256,48.1413173,524.0
711,11.5569087,48.1419094,525.0
712,11.5556137,48.1421736,531.0
713,11.5556060,48.1420716,531.0
714,11.5559325,48.1440764,524.0
715,11.5646820,48.1496500,522.0
716,11.5660509,48.1492624,522.0
717,11.5634916,48.1499957,519.0
718,11.5654756,48.1507815,518.0
719,11.5620179,48.1399840,524.0
720,11.5624753,48.1406174,524.0
721,11.5612353,48.1401730,524.0
722,11.5943082,48.1280888,532.0
723,11.5679881,48.1250193,523.0
724,11.5691054,48.1258300,519.0
725,11.5555067,48.1323135,524.0
726,11.5535390,48.1328696,514.0
727,11.5529133,48.1293475,524.0
728,11.5535335,48.1311259,524.0
729,11.5531940,48.1340040,523.0
730,11.5759799,48.1518608,521.0
731,11.5757761,48.1530078,518.0
732,11.5765445,48.1527834,518.0
733,11.5487198,48.1376244,526.0
734,11.5489882,48.1383319,526.0
735,11.5624396,48.1394051,532.0
736,11.5623155,48.1381196,532.0
737,11.5507207,48.1443463,524.0
738,11.5563277,48.1449268,524.0
739,11.5562336,48.1452828,524.0
740,11.5566468,48.1459598,523.0
741,11.5522468,48.1472375,523.0
742,11.5510254,48.1456550,524.0
743,11.5594526,48.1415109,527.0
744,11.5631177,48.1415108,534.0
745,11.5549931,48.1443182,524.0
746,11.5973821,48.1335971,532.0
747,11.5990789,48.1323381,535.0
748,11.5983374,48.1371238,526.0
749,11.5967944,48.1373022,532.0
750,11.5984817,48.1419094,528.0
751,11.5985149,48.1411318,526.0
752,11.5983702,48.1410889,526.0
753,11.5960930,48.1335173,532.0
754,11.5963241,48.1339025,532.0
755,11.5962067,48.1336533,532.0
756,11.5958864,48.1346120,532.0
757,11.5938382,48.1326775,533.0
758,11.5935263,48.1322772,534.0
759,11.5960601,48.1311670,531.0
760,11.5991459,48.1344820,528.0
761,11.5488360,48.1390405,526.0
762,11.5840653,48.1454595,514.0
763,11.5845935,48.1352697,521.0
764,11.5847540,48.1354556,517.0
765,11.5848772,48.1353903,521.0
766,11.5857049,48.1353751,522.0
767,11.5860960,48.1415173,515.0
768,11.5905937,48.1408769,518.0
769,11.5912415,48.1407864,518.0
770,11.5907634,48.1393135,521.0
771,11.5902850,48.1387015,521.0
772,11.5927810,48.1405521,517.0
