from,to,length
4321,1204,28.731
4321,2010,16.584
2010,4321,16.584
88,1406,156.966
1406,88,156.966
5634,8585,4.657
8585,5634,4.657
8585,8548,11.168
8548,8585,11.168
8548,8550,11.161
8550,8548,11.161
2324,8506,6.934
8506,2324,6.934
8506,5631,21.970
5631,8506,21.970
5631,5629,8.276
5629,5631,8.276
2807,2416,8.108
2416,2807,8.108
2416,7311,8.144
7311,2416,8.144
7311,2310,5.708
2310,7311,5.708
2310,6933,19.192
6933,2310,19.192
6933,3407,44.567
3407,6933,44.567
3407,4,108.063
4,3407,108.063
7377,9013,13.947
9013,7377,13.947
9013,7006,5.980
7006,9013,5.980
7006,210,31.514
210,7006,31.514
383,3604,4.815
3604,383,4.815
3604,3218,5.278
3218,3604,5.278
3218,4539,5.637
4539,3218,5.637
4539,7002,31.284
7002,4539,31.284
7002,7294,4.869
7294,7002,4.869
1871,4506,1.627
4506,1871,1.627
4506,9812,3.507
9812,4506,3.507
9812,3330,6.796
3330,9812,6.796
9119,1133,36.142
1133,9119,36.142
1133,799,9.371
799,1133,9.371
799,3025,20.496
3025,799,20.496
3025,12912,30.623
12912,3025,30.623
12912,801,20.360
801,12912,20.360
801,5238,26.988
5238,801,26.988
5238,12908,47.155
12908,5238,47.155
12908,802,14.479
802,12908,14.479
802,803,26.071
803,802,26.071
803,813,40.129
813,803,40.129
813,1336,27.432
1336,813,27.432
1336,804,7.865
804,1336,7.865
804,805,67.581
805,804,67.581
805,806,73.190
806,805,73.190
806,10725,36.534
10725,806,36.534
576,11746,12.640
11746,576,12.640
11746,12080,7.387
12080,11746,7.387
12080,1691,7.458
1691,12080,7.458
1691,5254,16.318
5254,1691,16.318
5254,11744,7.229
11744,5254,7.229
11744,2786,9.333
2786,11744,9.333
2786,11745,8.445
11745,2786,8.445
11745,11237,11.421
11237,11745,11.421
11237,5253,14.773
5253,11237,14.773
5253,9562,12.229
9562,5253,12.229
9562,5252,0.911
5252,9562,0.911
5252,2955,12.004
2955,5252,12.004
2955,686,18.949
686,2955,18.949
1679,6274,14.965
6274,1679,14.965
6274,689,11.474
689,6274,11.474
689,684,8.065
684,689,8.065
733,2891,16.393
2891,733,16.393
1682,8956,43.395
8956,1682,43.395
1867,3697,13.373
3697,1867,13.373
3697,1868,41.919
1868,3697,41.919
1876,11694,3.702
11694,1876,3.702
11694,9764,1.645
9764,11694,1.645
9764,6640,1.088
6640,9764,1.088
1074,6864,6.130
6864,1074,6.130
6864,4429,20.195
4429,6864,20.195
4429,10514,28.879
10514,4429,28.879
10056,5242,43.572
5242,10056,43.572
5242,5244,102.624
5244,5242,102.624
5244,10058,7.846
10058,5244,7.846
2098,6859,7.669
6859,2098,7.669
6859,98,77.037
98,6859,77.037
1319,11969,2.612
11969,1319,2.612
11969,11970,2.929
11970,11969,2.929
11970,649,2.873
649,11970,2.873
811,3731,12.777
3731,811,12.777
3731,810,14.690
810,3731,14.690
1877,8645,45.432
8645,1877,45.432
8645,2353,69.215
2353,8645,69.215
2353,1667,3.325
1667,2353,3.325
997,998,62.381
998,997,62.381
998,999,91.553
999,998,91.553
999,1000,54.806
1000,999,54.806
1035,7631,47.188
7631,1035,47.188
7631,1034,55.337
1034,7631,55.337
1016,7039,50.780
7039,1016,50.780
7039,1015,56.410
1015,7039,56.410
1015,1041,18.039
1041,1015,18.039
1098,536,10.372
536,1098,10.372
4445,10032,1.451
10032,4445,1.451
10032,7200,6.896
7200,10032,6.896
7200,7059,3.060
7059,7200,3.060
7059,997,19.233
997,7059,19.233
5501,5502,7.439
5502,5501,7.439
5502,5468,3.247
5468,5502,3.247
5468,156,14.025
156,5468,14.025
628,5144,32.336
5144,628,32.336
5144,2970,6.489
2970,5144,6.489
2970,20,4.335
20,2970,4.335
1884,12050,2.671
12050,1884,2.671
12050,1516,4.022
1516,12050,4.022
1516,1885,3.393
1885,1516,3.393
8889,1889,15.751
1889,8889,15.751
1889,1888,9.730
1888,1889,9.730
1888,1890,12.339
1890,1888,12.339
1890,1891,20.611
1891,1890,20.611
1891,1892,11.259
1892,1891,11.259
1892,9447,18.350
9447,1892,18.350
4008,651,42.842
651,4008,42.842
651,1811,24.523
1811,651,24.523
1811,4007,24.095
4007,1811,24.095
4007,4006,42.448
4006,4007,42.448
4006,4005,50.138
4005,4006,50.138
1900,11886,4.885
11886,1900,4.885
11886,1901,74.461
1901,11886,74.461
1901,1903,22.765
1903,1901,22.765
1903,1906,2.723
1906,1903,2.723
1906,1902,12.337
1902,1906,12.337
2142,8358,21.393
8358,2142,21.393
1902,1306,79.338
1306,1902,79.338
8357,2141,21.326
2141,8357,21.326
1903,1904,79.346
1904,1903,79.346
1908,1909,36.516
1909,1908,36.516
1909,2182,5.067
2182,1909,5.067
2182,7264,9.807
7264,2182,9.807
7264,5559,1.938
5559,7264,1.938
5559,2231,20.923
2231,5559,20.923
2231,274,10.788
274,2231,10.788
1912,1913,6.317
1913,1912,6.317
818,4679,63.348
4679,818,63.348
4679,12940,18.820
12940,4679,18.820
1898,12496,57.840
12496,1898,57.840
1919,7017,96.606
7017,1919,96.606
7017,4451,6.043
4451,7017,6.043
4451,1920,1.500
1920,4451,1.500
2039,1288,3.519
1288,2039,3.519
1288,12519,17.216
12519,1288,17.216
1030,1360,2.069
1360,1030,2.069
1360,5759,11.006
5759,1360,11.006
5759,1031,8.942
1031,5759,8.942
1031,12631,2.000
12631,1031,2.000
1923,8765,22.626
8765,1923,22.626
8765,8763,6.947
8763,8765,6.947
8763,1930,21.253
1930,8763,21.253
1930,1924,75.353
1924,1930,75.353
1924,10549,6.416
10549,1924,6.416
10549,5911,2.624
5911,10549,2.624
5911,1925,7.853
1925,5911,7.853
1925,5912,7.988
5912,1925,7.988
5912,2363,7.944
2363,5912,7.944
2363,5913,5.939
5913,2363,5.939
5913,1926,5.971
1926,5913,5.971
1926,2364,8.502
2364,1926,8.502
2364,5914,8.593
5914,2364,8.593
5914,1927,7.247
1927,5914,7.247
1927,5915,8.818
5915,1927,8.818
5915,8764,7.425
8764,5915,7.425
8764,1928,7.460
1928,8764,7.460
1928,1929,5.855
1929,1928,5.855
1929,10550,2.772
10550,1929,2.772
10550,1930,6.109
1930,10550,6.109
1931,5995,8.124
5995,1931,8.124
5995,1932,18.520
1932,5995,18.520
1932,1933,2.538
1933,1932,2.538
2529,2531,16.255
2531,2529,16.255
2531,2527,32.367
2527,2531,32.367
2527,2530,39.896
2530,2527,39.896
2530,7446,6.888
7446,2530,6.888
7446,2526,27.520
2526,7446,27.520
10327,2658,33.748
2658,10327,33.748
2658,8658,119.198
8658,2658,119.198
8658,5206,0.936
5206,8658,0.936
5206,619,60.316
619,5206,60.316
615,1969,7.370
1969,615,7.370
1969,1207,2.640
1207,1969,2.640
1207,32,7.376
32,1207,7.376
70,10720,4.527
10720,70,4.527
10720,10719,0.935
10719,10720,0.935
10719,10718,2.565
10718,10719,2.565
10718,10717,2.292
10717,10718,2.292
10717,1937,5.250
1937,10717,5.250
1939,4602,0.909
4602,1939,0.909
4602,1896,5.300
1896,4602,5.300
1896,3733,41.630
3733,1896,41.630
3733,1960,47.249
1960,3733,47.249
1960,1961,45.414
1961,1960,45.414
1961,1959,35.031
1959,1961,35.031
1959,863,28.956
863,1959,28.956
1942,4586,1.907
4586,1942,1.907
4586,5801,1.759
5801,4586,1.759
5801,2035,1.083
2035,5801,1.083
1945,4579,2.183
4579,1945,2.183
4579,5119,4.025
5119,4579,4.025
5119,4581,4.132
4581,5119,4.132
4581,10180,17.414
10180,4581,17.414
10180,1944,9.698
1944,10180,9.698
1943,4577,1.480
4577,1943,1.480
1941,12118,1.327
12118,1941,1.327
12118,12120,7.033
12120,12118,7.033
12120,12968,60.105
12968,12120,60.105
12968,4597,17.567
4597,12968,17.567
4597,4598,5.038
4598,4597,5.038
4598,4599,5.183
4599,4598,5.183
4599,11644,2.367
11644,4599,2.367
11644,11642,5.215
11642,11644,5.215
11642,3640,10.343
3640,11642,10.343
1946,3095,6.993
3095,1946,6.993
3095,6322,7.771
6322,3095,7.771
6322,8879,0.482
8879,6322,0.482
8879,8096,10.995
8096,8879,10.995
8096,2859,1.846
2859,8096,1.846
2859,8084,1.251
8084,2859,1.251
8084,3094,0.523
3094,8084,0.523
3094,5078,6.108
5078,3094,6.108
151,5166,66.830
5166,151,66.830
5166,6421,10.352
6421,5166,10.352
7472,7471,6.294
7471,7472,6.294
7471,7468,7.904
7468,7471,7.904
7468,5052,6.478
5052,7468,6.478
6448,1952,6.336
1952,6448,6.336
1952,10182,58.273
10182,1952,58.273
10182,1545,4.028
1545,10182,4.028
1545,1549,30.330
1549,1545,30.330
838,2925,18.938
2925,838,18.938
2925,839,18.283
839,2925,18.283
839,2926,24.351
2926,839,24.351
2926,2928,18.536
2928,2926,18.536
2928,13052,9.138
13052,2928,9.138
13052,840,7.389
840,13052,7.389
830,11624,6.319
11624,830,6.319
11624,11626,2.440
11626,11624,2.440
11626,9647,2.881
9647,11626,2.881
9647,11622,1.938
11622,9647,1.938
11622,11625,2.509
11625,11622,2.509
11625,8553,2.130
8553,11625,2.130
8553,10171,20.749
10171,8553,20.749
10171,2912,8.956
2912,10171,8.956
2912,2906,5.664
2906,2912,5.664
842,11466,14.683
11466,842,14.683
11466,4811,58.537
4811,11466,58.537
4811,165,19.892
165,4811,19.892
7208,7207,6.884
7207,7208,6.884
7207,6002,9.334
6002,7207,9.334
6002,4810,4.109
4810,6002,4.109
4810,1098,3.674
1098,4810,3.674
7347,6561,25.718
6561,7347,25.718
6561,6562,17.336
6562,6561,17.336
6562,4170,8.624
4170,6562,8.624
4170,6693,4.187
6693,4170,4.187
6693,5855,5.888
5855,6693,5.888
5855,171,9.483
171,5855,9.483
171,6692,12.750
6692,171,12.750
6692,6691,4.310
6691,6692,4.310
6691,12155,18.716
12155,6691,18.716
9982,6520,7.193
6520,9982,7.193
6520,6512,71.036
6512,6520,71.036
6512,8677,81.264
8677,6512,81.264
8677,11913,6.206
11913,8677,6.206
8554,5301,23.689
5301,8554,23.689
5301,12845,42.723
12845,5301,42.723
197,9293,13.728
9293,197,13.728
9293,5634,8.742
5634,9293,8.742
245,2428,9.099
2428,245,9.099
2428,6689,7.004
6689,2428,7.004
6689,4854,41.919
4854,6689,41.919
1009,278,27.469
278,1009,27.469
11659,6729,3.769
6729,11659,3.769
6729,12152,29.754
12152,6729,29.754
245,6686,9.720
6686,245,9.720
6686,6685,4.195
6685,6686,4.195
6685,4853,17.010
4853,6685,17.010
190,6769,12.534
6769,190,12.534
6769,7330,24.035
7330,6769,24.035
7330,8268,13.180
8268,7330,13.180
8268,8269,10.055
8269,8268,10.055
8269,6772,46.247
6772,8269,46.247
6772,3,17.573
3,6772,17.573
463,9491,12.513
9491,463,12.513
9491,6761,5.059
6761,9491,5.059
6761,11885,15.098
11885,6761,15.098
11885,5378,16.219
5378,11885,16.219
5378,12718,31.718
12718,5378,31.718
12718,5368,10.090
5368,12718,10.090
5368,5367,24.769
5367,5368,24.769
5367,4674,2.357
4674,5367,2.357
4674,8925,41.485
8925,4674,41.485
8925,6758,34.324
6758,8925,34.324
6758,9488,3.576
9488,6758,3.576
9488,8,12.696
8,9488,12.696
8,9487,9.023
9487,8,9.023
9487,6757,5.049
6757,9487,5.049
6757,7598,50.057
7598,6757,50.057
7598,7596,8.349
7596,7598,8.349
7596,7597,20.170
7597,7596,20.170
7597,7,68.252
7,7597,68.252
12071,1553,57.177
1553,12071,57.177
1553,7308,12.240
7308,1553,12.240
7308,7309,3.496
7309,7308,3.496
7309,7314,31.134
7314,7309,31.134
7314,8426,15.402
8426,7314,15.402
11919,9871,62.730
9871,11919,62.730
9871,9081,28.786
9081,9871,28.786
9081,10170,38.100
10170,9081,38.100
10170,8968,8.052
8968,10170,8.052
8968,504,11.080
504,8968,11.080
3,6778,12.747
6778,3,12.747
614,2682,11.108
2682,614,11.108
2682,2672,18.020
2672,2682,18.020
2672,7239,14.926
7239,2672,14.926
7239,7232,16.780
7232,7239,16.780
7232,2660,3.680
2660,7232,3.680
2660,615,9.448
615,2660,9.448
619,2656,38.271
2656,619,38.271
2656,8850,13.465
8850,2656,13.465
8850,2425,6.016
2425,8850,6.016
2425,616,14.307
616,2425,14.307
1552,4558,21.186
4558,1552,21.186
4558,4560,6.305
4560,4558,6.305
4560,4561,3.053
4561,4560,3.053
4561,952,1.512
952,4561,1.512
952,2129,13.027
2129,952,13.027
2129,4553,4.921
4553,2129,4.921
4553,11824,1.015
11824,4553,1.015
11824,4550,31.637
4550,11824,31.637
4550,4548,5.989
4548,4550,5.989
4548,883,5.238
883,4548,5.238
1062,1403,8.902
1403,1062,8.902
1403,12640,9.338
12640,1403,9.338
234,6970,11.188
6970,234,11.188
6970,9571,4.079
9571,6970,4.079
9571,5358,41.515
5358,9571,41.515
5358,12113,50.498
12113,5358,50.498
12113,12190,29.747
12190,12113,29.747
12190,3674,33.180
3674,12190,33.180
3674,6852,42.329
6852,3674,42.329
6852,9477,49.312
9477,6852,49.312
9477,6366,11.551
6366,9477,11.551
1942,1953,9.889
1953,1942,9.889
51,1292,3.834
1292,51,3.834
1954,4482,21.268
4482,1954,21.268
4482,4483,10.504
4483,4482,10.504
4483,4484,4.863
4484,4483,4.863
4484,52,6.269
52,4484,6.269
941,1571,7.764
1571,941,7.764
1421,9300,61.249
9300,1421,61.249
9300,4492,16.510
4492,9300,16.510
616,2402,10.030
2402,616,10.030
2402,8847,4.946
8847,2402,4.946
8847,8849,4.594
8849,8847,4.594
8849,7940,45.829
7940,8849,45.829
7940,6466,21.780
6466,7940,21.780
547,549,61.802
549,547,61.802
549,240,95.504
240,549,95.504
240,1186,8.441
1186,240,8.441
1186,1126,6.477
1126,1186,6.477
1126,241,24.904
241,1126,24.904
1447,143,42.994
143,1447,42.994
143,309,34.400
309,143,34.400
309,6049,22.859
6049,309,22.859
6049,242,10.354
242,6049,10.354
242,291,88.531
291,242,88.531
291,8884,67.374
8884,291,67.374
8884,1317,10.542
1317,8884,10.542
1317,47,11.858
47,1317,11.858
1425,7493,3.343
7493,1425,3.343
1304,6553,53.350
6553,1304,53.350
1548,1951,38.174
1951,1548,38.174
1547,5058,11.157
5058,1547,11.157
5058,4191,3.023
4191,5058,3.023
3640,11641,13.730
11641,3640,13.730
11641,1940,4.089
1940,11641,4.089
1940,1939,58.608
1939,1940,58.608
1566,950,11.493
950,1566,11.493
57,11823,17.633
11823,57,17.633
11823,6009,60.696
6009,11823,60.696
954,6819,7.378
6819,954,7.378
6819,953,9.189
953,6819,9.189
953,6820,7.440
6820,953,7.440
6820,1255,5.415
1255,6820,5.415
144,1456,6.300
1456,144,6.300
1456,9542,6.956
9542,1456,6.956
9542,2640,52.782
2640,9542,52.782
1955,2899,19.189
2899,1955,19.189
243,844,53.328
844,243,53.328
844,5313,10.209
5313,844,10.209
5313,9651,16.706
9651,5313,16.706
9651,3614,3.925
3614,9651,3.925
3614,9652,4.615
9652,3614,4.615
9652,5116,2.448
5116,9652,2.448
5116,837,17.842
837,5116,17.842
837,3562,87.786
3562,837,87.786
3562,3564,17.388
3564,3562,17.388
3564,3565,43.489
3565,3564,43.489
3565,3592,18.115
3592,3565,18.115
244,1864,51.527
1864,244,51.527
1864,6720,74.242
6720,1864,74.242
6720,1715,54.262
1715,6720,54.262
916,2474,20.619
2474,916,20.619
2474,473,9.823
473,2474,9.823
99,2698,9.412
2698,99,9.412
2698,7962,30.974
7962,2698,30.974
7962,5978,17.135
5978,7962,17.135
5978,2609,16.960
2609,5978,16.960
12856,3499,5.479
3499,12856,5.479
3499,12857,6.786
12857,3499,6.786
12857,12142,130.561
12142,12857,130.561
12856,12854,7.084
12854,12856,7.084
12854,12859,6.180
12859,12854,6.180
12859,256,73.417
256,12859,73.417
256,3732,91.840
3732,256,91.840
1941,4596,1.492
4596,1941,1.492
4596,5097,6.102
5097,4596,6.102
5097,1504,28.207
1504,5097,28.207
1078,1083,17.845
1083,1078,17.845
1808,655,5.423
655,1808,5.423
655,10702,5.019
10702,655,5.019
10702,10703,5.256
10703,10702,5.256
10703,586,3.810
586,10703,3.810
586,10705,3.055
10705,586,3.055
10705,10704,4.069
10704,10705,4.069
10704,656,4.268
656,10704,4.268
656,587,21.144
587,656,21.144
773,2340,31.168
2340,773,31.168
2340,5548,28.188
5548,2340,28.188
5548,2389,13.878
2389,5548,13.878
2389,629,4.241
629,2389,4.241
1414,9178,34.188
9178,1414,34.188
9178,8705,56.065
8705,9178,56.065
8705,8706,34.900
8706,8705,34.900
8706,5572,61.082
5572,8706,61.082
5572,2699,4.829
2699,5572,4.829
2699,89,11.374
89,2699,11.374
1815,11691,3.887
11691,1815,3.887
11691,9778,2.837
9778,11691,2.837
9778,4221,15.858
4221,9778,15.858
4221,9774,103.007
9774,4221,103.007
9774,1681,7.269
1681,9774,7.269
1816,9732,8.063
9732,1816,8.063
9732,10286,61.552
10286,9732,61.552
10286,716,43.695
716,10286,43.695
716,9043,33.761
9043,716,33.761
9043,4443,46.755
4443,9043,46.755
8888,2874,12.310
2874,8888,12.310
2874,12898,23.651
12898,2874,23.651
12898,12900,51.014
12900,12898,51.014
12900,3729,25.850
3729,12900,25.850
1709,12227,3.556
12227,1709,3.556
12227,5136,3.375
5136,12227,3.375
5136,12226,1.545
12226,5136,1.545
12226,2330,2.007
2330,12226,2.007
2330,12236,2.706
12236,2330,2.706
12236,1710,2.671
1710,12236,2.671
1710,12235,4.751
12235,1710,4.751
12235,12234,9.106
12234,12235,9.106
12234,12228,3.092
12228,12234,3.092
12228,12233,2.547
12233,12228,2.547
12233,12232,2.879
12232,12233,2.879
12232,12231,5.878
12231,12232,5.878
12231,12230,3.536
12230,12231,3.536
12230,12237,2.989
12237,12230,2.989
12237,12241,2.919
12241,12237,2.919
12241,12240,2.780
12240,12241,2.780
12240,12229,2.220
12229,12240,2.220
12229,12239,1.769
12239,12229,1.769
12239,12238,25.223
12238,12239,25.223
12238,1798,4.439
1798,12238,4.439
1798,6044,4.529
6044,1798,4.529
6044,12225,3.455
12225,6044,3.455
12225,12224,3.717
12224,12225,3.717
12224,1711,2.888
1711,12224,2.888
1711,2331,17.742
2331,1711,17.742
2331,5036,6.997
5036,2331,6.997
5036,1712,4.267
1712,5036,4.267
2325,1712,24.681
1712,2325,24.681
1712,1694,2.819
1694,1712,2.819
1694,1797,53.149
1797,1694,53.149
710,7248,5.675
7248,710,5.675
7248,10147,11.625
10147,7248,11.625
10147,10152,2.315
10152,10147,2.315
10152,4884,5.456
4884,10152,5.456
4884,4881,3.591
4881,4884,3.591
4881,606,2.991
606,4881,2.991
1816,9736,8.039
9736,1816,8.039
9736,2348,52.687
2348,9736,52.687
2348,2084,23.517
2084,2348,23.517
640,2582,11.212
2582,640,11.212
2582,5550,6.233
5550,2582,6.233
5550,11830,7.789
11830,5550,7.789
11830,11831,6.374
11831,11830,6.374
983,13083,1.946
13083,983,1.946
13083,9027,1.887
9027,13083,1.887
9027,13082,1.662
13082,9027,1.662
13082,2203,1.715
2203,13082,1.715
2203,13081,2.108
13081,2203,2.108
13081,13065,1.984
13065,13081,1.984
13065,9026,3.988
9026,13065,3.988
9026,13078,1.002
13078,9026,1.002
13078,902,0.922
902,13078,0.922
1939,4603,6.694
4603,1939,6.694
4603,4604,6.996
4604,4603,6.996
4604,4605,7.558
4605,4604,7.558
4605,4606,7.225
4606,4605,7.225
4606,4607,12.483
4607,4606,12.483
4607,2573,13.813
2573,4607,13.813
2573,4608,16.885
4608,2573,16.885
4608,1938,17.006
1938,4608,17.006
1938,4609,12.183
4609,1938,12.183
4609,1937,26.503
1937,4609,26.503
473,10482,9.643
10482,473,9.643
10482,6609,17.677
6609,10482,17.677
6609,915,21.806
915,6609,21.806
915,474,84.334
474,915,84.334
1964,6651,11.542
6651,1964,11.542
1454,2112,6.336
2112,1454,6.336
2112,2090,3.836
2090,2112,3.836
2090,11426,7.820
11426,2090,7.820
205,736,88.586
736,205,88.586
633,5547,6.891
5547,633,6.891
4296,4298,4.382
4298,4296,4.382
4298,10997,4.095
10997,4298,4.095
10997,3760,4.140
3760,10997,4.140
3760,10995,3.608
10995,3760,3.608
10995,3761,3.580
3761,10995,3.580
3761,10994,3.738
10994,3761,3.738
10994,3762,3.889
3762,10994,3.889
3762,10993,7.010
10993,3762,7.010
10993,470,4.040
470,10993,4.040
385,7153,18.714
7153,385,18.714
7153,4294,3.407
4294,7153,3.407
4294,382,10.424
382,4294,10.424
40,7076,25.529
7076,40,25.529
7001,1303,44.143
1303,7001,44.143
1303,4531,12.267
4531,1303,12.267
4531,4530,13.450
4530,4531,13.450
4530,10525,17.904
10525,4530,17.904
10525,4210,7.945
4210,10525,7.945
4210,7196,69.640
7196,4210,69.640
7196,12936,8.985
12936,7196,8.985
2010,1973,26.329
1973,2010,26.329
1847,815,12.398
815,1847,12.398
795,6019,7.674
6019,795,7.674
6019,1197,7.598
1197,6019,7.598
1197,6015,7.586
6015,1197,7.586
6015,8593,7.589
8593,6015,7.589
8593,794,7.651
794,8593,7.651
794,6016,7.648
6016,794,7.648
6016,6022,7.651
6022,6016,7.651
6022,1196,7.653
1196,6022,7.653
1196,6020,7.651
6020,1196,7.651
6020,1860,7.650
1860,6020,7.650
1860,815,11.371
815,1860,11.371
2017,8682,2.454
8682,2017,2.454
8682,6528,4.370
6528,8682,4.370
6528,6536,2.278
6536,6528,2.278
6536,2018,3.690
2018,6536,3.690
2018,6529,1.608
6529,2018,1.608
2569,2561,2.220
2561,2569,2.220
2561,2563,2.514
2563,2561,2.514
2563,2019,2.672
2019,2563,2.672
2031,4572,1.496
4572,2031,1.496
4572,5164,3.456
5164,4572,3.456
5164,12819,4.211
12819,5164,4.211
12819,2830,2.406
2830,12819,2.406
2830,2833,33.825
2833,2830,33.825
2833,1460,4.884
1460,2833,4.884
3734,2080,35.300
2080,3734,35.300
2080,967,4.055
967,2080,4.055
967,11336,1.950
11336,967,1.950
11336,8843,2.367
8843,11336,2.367
2029,3636,5.093
3636,2029,5.093
3636,4568,6.370
4568,3636,6.370
4568,2030,5.298
2030,4568,5.298
2030,2028,47.023
2028,2030,47.023
2032,4574,1.495
4574,2032,1.495
4574,2498,19.496
2498,4574,19.496
2498,12822,52.975
12822,2498,52.975
12822,887,4.203
887,12822,4.203
1945,4580,5.963
4580,1945,5.963
4580,4582,5.220
4582,4580,5.220
4582,4583,5.646
4583,4582,5.646
4583,4584,5.238
4584,4583,5.238
4584,4585,6.634
4585,4584,6.634
4585,1942,13.144
1942,4585,13.144
2034,4576,1.497
4576,2034,1.497
4576,5064,2.895
5064,4576,2.895
5064,1459,94.030
1459,5064,94.030
1950,6416,1.528
6416,1950,1.528
6416,12829,5.530
12829,6416,5.530
12829,2034,29.643
2034,12829,29.643
2034,2033,129.032
2033,2034,129.032
2033,4575,6.833
4575,2033,6.833
4575,2032,7.003
2032,4575,7.003
2121,7480,5.319
7480,2121,5.319
4587,4588,3.500
4588,4587,3.500
4588,4589,3.813
4589,4588,3.813
4589,4590,3.606
4590,4589,3.606
4590,2441,3.284
2441,4590,3.284
863,859,71.225
859,863,71.225
4577,5118,2.712
5118,4577,2.712
5118,5482,11.347
5482,5118,11.347
5482,889,11.429
889,5482,11.429
889,5483,12.823
5483,889,12.823
5483,2862,13.435
2862,5483,13.435
2862,890,21.097
890,2862,21.097
890,5486,17.952
5486,890,17.952
5486,5487,18.441
5487,5486,18.441
5487,5488,30.494
5488,5487,30.494
5488,11676,3.124
11676,5488,3.124
2035,2442,26.032
2442,2035,26.032
2039,12517,74.083
12517,2039,74.083
2039,756,11.585
756,2039,11.585
771,12695,20.436
12695,771,20.436
12695,12696,28.553
12696,12695,28.553
12696,2050,48.213
2050,12696,48.213
1500,8877,21.007
8877,1500,21.007
8877,5076,4.361
5076,8877,4.361
845,6737,1.527
6737,845,1.527
6737,3570,36.130
3570,6737,36.130
2050,12697,15.391
12697,2050,15.391
12697,3010,7.919
3010,12697,7.919
815,9380,44.580
9380,815,44.580
2060,7850,18.047
7850,2060,18.047
7850,7852,20.274
7852,7850,20.274
7852,2057,5.983
2057,7852,5.983
2057,7908,9.061
7908,2057,9.061
7908,7891,14.746
7891,7908,14.746
7891,7907,19.746
7907,7891,19.746
7907,2056,34.577
2056,7907,34.577
2057,7909,9.245
7909,2057,9.245
7909,11289,11.404
11289,7909,11.404
11289,7892,6.931
7892,11289,6.931
7892,2753,11.248
2753,7892,11.248
2753,2058,11.355
2058,2753,11.355
2058,2053,9.997
2053,2058,9.997
2053,7853,18.605
7853,2053,18.605
7853,2054,21.249
2054,7853,21.249
2054,7849,12.631
7849,2054,12.631
2061,7883,45.735
7883,2061,45.735
7883,7884,9.569
7884,7883,9.569
1604,2065,7.336
2065,1604,7.336
2065,7855,1.707
7855,2065,1.707
2067,7854,8.969
7854,2067,8.969
7854,9000,9.241
9000,7854,9.241
9000,2066,26.762
2066,9000,26.762
2066,3660,7.675
3660,2066,7.675
3660,3262,7.613
3262,3660,7.613
3262,2781,5.034
2781,3262,5.034
2781,2780,23.666
2780,2781,23.666
2780,3659,4.161
3659,2780,4.161
3659,2069,3.093
2069,3659,3.093
2069,7869,11.828
7869,2069,11.828
7869,7880,49.826
7880,7869,49.826
7880,2068,12.216
2068,7880,12.216
933,768,60.933
768,933,60.933
3640,4600,1.680
4600,3640,1.680
4600,12060,2.496
12060,4600,2.496
12060,1897,5.290
1897,12060,5.290
1897,11643,4.860
11643,1897,4.860
11643,933,57.971
933,11643,57.971
769,12961,24.919
12961,769,24.919
772,8409,49.112
8409,772,49.112
768,9192,30.163
9192,768,30.163
9192,12065,12.152
12065,9192,12.152
12065,769,6.796
769,12065,6.796
11920,9630,12.677
9630,11920,12.677
9630,9627,27.551
9627,9630,27.551
9627,2,46.211
2,9627,46.211
2373,3131,5.693
3131,2373,5.693
3131,2794,10.636
2794,3131,10.636
2794,2791,11.616
2791,2794,11.616
3142,4893,4.978
4893,3142,4.978
4893,3055,5.184
3055,4893,5.184
3055,11413,22.291
11413,3055,22.291
11413,11419,8.039
11419,11413,8.039
11419,2290,20.941
2290,11419,20.941
2290,13,5.279
13,2290,5.279
13,11401,5.537
11401,13,5.537
11401,3861,10.005
3861,11401,10.005
3861,10191,5.116
10191,3861,5.116
10191,5909,19.543
5909,10191,19.543
5909,12306,45.772
12306,5909,45.772
12306,12314,6.019
12314,12306,6.019
12314,3862,5.496
3862,12314,5.496
3862,12315,4.659
12315,3862,4.659
12315,12307,15.216
12307,12315,15.216
12307,3863,5.183
3863,12307,5.183
3863,12317,5.328
12317,3863,5.328
12317,12308,3.169
12308,12317,3.169
12308,735,2.567
735,12308,2.567
4852,2667,12.351
2667,4852,12.351
2667,11458,66.932
11458,2667,66.932
11458,6103,40.299
6103,11458,40.299
6103,1072,24.569
1072,6103,24.569
1072,12775,10.162
12775,1072,10.162
12775,11718,73.167
11718,12775,73.167
11718,6496,8.237
6496,11718,8.237
6452,8816,7.554
8816,6452,7.554
8816,8815,4.011
8815,8816,4.011
8815,2216,63.992
2216,8815,63.992
2216,5930,18.449
5930,2216,18.449
5930,6079,26.375
6079,5930,26.375
6079,7654,29.263
7654,6079,29.263
7654,2931,29.704
2931,7654,29.704
2931,5037,16.342
5037,2931,16.342
5037,267,8.088
267,5037,8.088
3510,4852,10.559
4852,3510,10.559
1821,2670,2.796
2670,1821,2.796
2670,616,7.633
616,2670,7.633
3171,3045,4.913
3045,3171,4.913
3045,2116,9.784
2116,3045,9.784
2116,2992,2.925
2992,2116,2.925
2992,10855,4.116
10855,2992,4.116
10855,10856,4.660
10856,10855,4.660
10856,10857,3.258
10857,10856,3.258
10857,2991,4.517
2991,10857,4.517
2991,490,40.292
490,2991,40.292
490,10858,6.150
10858,490,6.150
10858,10859,5.631
