from,to,length
9020,9022,8.156
9022,9020,8.156
9022,9021,1.134
9021,9022,1.134
9019,10259,6.277
10259,9019,6.277
10259,9020,6.323
9020,10259,6.323
11993,12021,4.644
12021,11993,4.644
12021,12012,1.353
12012,12021,1.353
12012,12006,1.011
12006,12012,1.011
12006,12026,1.182
12026,12006,1.182
12026,12002,17.944
12002,12026,17.944
12002,9028,35.343
9028,12002,35.343
9028,9029,5.329
9029,9028,5.329
9029,11994,5.168
11994,9029,5.168
9032,9795,5.806
9795,9032,5.806
9795,9033,23.128
9033,9795,23.128
9034,9035,6.999
9035,9034,6.999
9035,9036,5.634
9036,9035,5.634
9036,9037,76.220
9037,9036,76.220
9038,9039,8.860
9039,9038,8.860
9039,9041,1.956
9041,9039,1.956
9041,9040,28.973
9040,9041,28.973
10322,9044,16.717
9044,10322,16.717
9044,10321,4.470
10321,9044,4.470
10321,9074,5.056
9074,10321,5.056
2167,9045,6.591
9045,2167,6.591
9045,9046,13.560
9046,9045,13.560
9046,9048,2.108
9048,9046,2.108
9048,9047,5.674
9047,9048,5.674
9052,9051,4.489
9051,9052,4.489
9051,9545,18.897
9545,9051,18.897
9053,9052,11.816
9052,9053,11.816
9546,10069,1.394
10069,9546,1.394
10069,9050,5.763
9050,10069,5.763
9050,9053,0.938
9053,9050,0.938
9054,9301,7.120
9301,9054,7.120
9057,9058,16.233
9058,9057,16.233
9058,9059,12.501
9059,9058,12.501
9302,9061,17.908
9061,9302,17.908
9061,9303,9.121
9303,9061,9.121
9066,12764,9.475
12764,9066,9.475
12764,9065,12.822
9065,12764,12.822
9065,9064,36.521
9064,9065,36.521
9068,1604,40.806
1604,9068,40.806
1604,452,9.112
452,1604,9.112
2059,9484,8.946
9484,2059,8.946
9484,2071,11.721
2071,9484,11.721
9069,9070,22.653
9070,9069,22.653
9071,9069,7.987
9069,9071,7.987
9073,9723,2.077
9723,9073,2.077
9723,9043,6.437
9043,9723,6.437
9074,9073,13.813
9073,9074,13.813
9076,6145,14.947
6145,9076,14.947
9075,9076,12.129
9076,9075,12.129
9077,9767,1.253
9767,9077,1.253
9767,5247,5.888
5247,9767,5.888
9078,9077,14.052
9077,9078,14.052
3698,3699,7.916
3699,3698,7.916
2359,10542,8.664
10542,2359,8.664
10542,11887,140.472
11887,10542,140.472
11887,745,10.114
745,11887,10.114
745,2361,34.431
2361,745,34.431
2361,286,37.538
286,2361,37.538
286,6504,47.818
6504,286,47.818
9079,8351,15.881
8351,9079,15.881
9080,9079,13.522
9079,9080,13.522
9081,9082,26.253
9082,9081,26.253
9084,9085,27.552
9085,9084,27.552
9085,9086,11.343
9086,9085,11.343
9086,9087,6.822
9087,9086,6.822
9087,9088,25.255
9088,9087,25.255
9090,9705,5.600
9705,9090,5.600
9705,9091,33.747
9091,9705,33.747
9091,9092,33.237
9092,9091,33.237
9092,12332,34.435
12332,9092,34.435
12332,12333,5.951
12333,12332,5.951
8375,9093,35.693
9093,8375,35.693
9093,9094,10.908
9094,9093,10.908
9094,9095,15.693
9095,9094,15.693
9095,9096,19.308
9096,9095,19.308
9098,9097,29.215
9097,9098,29.215
10480,9099,10.812
9099,10480,10.812
9099,9098,12.513
9098,9099,12.513
9100,12095,6.134
12095,9100,6.134
12095,9101,1.803
9101,12095,1.803
9101,9102,30.161
9102,9101,30.161
9102,9103,1.745
9103,9102,1.745
9103,9104,1.547
9104,9103,1.547
9104,9105,11.581
9105,9104,11.581
9106,9107,17.604
9107,9106,17.604
9107,9108,13.339
9108,9107,13.339
9108,9109,2.714
9109,9108,2.714
9109,9110,1.781
9110,9109,1.781
9110,9111,1.951
9111,9110,1.951
9111,9112,9.326
9112,9111,9.326
9113,9114,15.865
9114,9113,15.865
9114,9115,1.698
9115,9114,1.698
9115,9116,15.944
9116,9115,15.944
9117,9752,9.282
9752,9117,9.282
9752,9118,44.591
9118,9752,44.591
7790,4664,9.635
4664,7790,9.635
4664,4663,4.498
4663,4664,4.498
9121,12748,9.059
12748,9121,9.059
12748,9122,2.526
9122,12748,2.526
9124,4749,7.626
4749,9124,7.626
4749,4743,4.427
4743,4749,4.427
4743,4745,8.054
4745,4743,8.054
4745,4752,7.175
4752,4745,7.175
4752,4754,8.707
4754,4752,8.707
4754,12358,45.327
12358,4754,45.327
12358,7439,26.838
7439,12358,26.838
7439,4755,1.709
4755,7439,1.709
9125,9124,6.291
9124,9125,6.291
9126,9788,6.501
9788,9126,6.501
9788,9127,1.881
9127,9788,1.881
9129,12099,7.662
12099,9129,7.662
12099,9130,1.708
9130,12099,1.708
9130,9131,5.704
9131,9130,5.704
9131,9132,2.418
9132,9131,2.418
9132,9133,2.209
9133,9132,2.209
9133,9134,2.488
9134,9133,2.488
9134,9135,2.839
9135,9134,2.839
9135,9136,3.360
9136,9135,3.360
9136,9137,4.183
9137,9136,4.183
9137,9138,15.029
9138,9137,15.029
9138,12094,5.652
12094,9138,5.652
12094,9139,11.378
9139,12094,11.378
9140,12098,6.483
12098,9140,6.483
12098,9142,1.156
9142,12098,1.156
9142,9141,36.936
9141,9142,36.936
9145,9143,3.801
9143,9145,3.801
9143,9144,5.185
9144,9143,5.185
9153,9149,17.406
9149,9153,17.406
9149,9150,4.288
9150,9149,4.288
9150,9151,9.617
9151,9150,9.617
9151,9152,4.263
9152,9151,4.263
9155,9163,14.385
9163,9155,14.385
9163,9156,3.649
9156,9163,3.649
9156,9157,5.259
9157,9156,5.259
9157,9158,4.599
9158,9157,4.599
9158,9159,4.186
9159,9158,4.186
9159,9160,5.511
9160,9159,5.511
9160,9161,4.431
9161,9160,4.431
9161,9162,12.780
9162,9161,12.780
9162,10387,6.291
10387,9162,6.291
10387,10386,2.950
10386,10387,2.950
10386,10385,5.115
10385,10386,5.115
10385,10384,4.215
10384,10385,4.215
10384,10383,6.794
10383,10384,6.794
10383,10382,3.203
10382,10383,3.203
10382,10381,14.583
10381,10382,14.583
8843,2081,3.630
2081,8843,3.630
2081,2082,7.611
2082,2081,7.611
2082,6046,2.269
6046,2082,2.269
6046,1055,2.322
1055,6046,2.322
1055,2083,17.938
2083,1055,17.938
2083,11337,2.025
11337,2083,2.025
11337,959,3.409
959,11337,3.409
9164,9168,6.699
9168,9164,6.699
9168,9167,10.933
9167,9168,10.933
9167,9166,9.661
9166,9167,9.661
9166,9165,73.881
9165,9166,73.881
9174,9173,4.347
9173,9174,4.347
9173,696,6.879
696,9173,6.879
9175,9174,13.998
9174,9175,13.998
11898,9169,51.475
9169,11898,51.475
9169,9170,2.358
9170,9169,2.358
9170,9171,19.141
9171,9170,19.141
9171,9172,9.038
9172,9171,9.038
9172,9175,7.142
9175,9172,7.142
9176,9177,12.453
9177,9176,12.453
9177,12649,4.898
12649,9177,4.898
12649,8055,13.633
8055,12649,13.633
9185,9171,19.965
9171,9185,19.965
11899,11898,13.955
11898,11899,13.955
9186,9189,15.470
9189,9186,15.470
9189,11900,6.138
11900,9189,6.138
11900,11899,6.179
11899,11900,6.179
9188,10186,3.552
10186,9188,3.552
10186,9186,2.835
9186,10186,2.835
9187,10188,11.325
10188,9187,11.325
10188,9188,5.462
9188,10188,5.462
12876,9191,12.283
9191,12876,12.283
298,1655,4.875
1655,298,4.875
1655,223,7.889
223,1655,7.889
223,3207,3.465
3207,223,3.465
3207,3204,6.431
3204,3207,6.431
3204,1654,6.431
1654,3204,6.431
3206,300,4.449
300,3206,4.449
300,224,7.032
224,300,7.032
224,10196,6.523
10196,224,6.523
10196,1662,7.037
1662,10196,7.037
1662,299,6.465
299,1662,6.465
299,1645,3.977
1645,299,3.977
1651,9155,2.189
9155,1651,2.189
9155,9154,5.743
9154,9155,5.743
9154,225,5.733
225,9154,5.733
225,293,5.734
293,225,5.734
293,1652,5.744
1652,293,5.744
1652,10381,3.785
10381,1652,3.785
10381,1351,1.949
1351,10381,1.949
1648,296,6.350
296,1648,6.350
296,11393,0.798
11393,296,0.798
9199,9198,15.964
9198,9199,15.964
9200,9194,7.600
9194,9200,7.600
9194,9199,3.283
9199,9194,3.283
9198,9197,9.146
9197,9198,9.146
9197,9196,6.387
9196,9197,6.387
9196,9195,25.798
9195,9196,25.798
9202,9201,13.664
9201,9202,13.664
9203,9202,13.476
9202,9203,13.476
9204,3392,3.496
3392,9204,3.496
3392,9193,7.028
9193,3392,7.028
9193,9203,2.413
9203,9193,2.413
9206,10619,3.826
10619,9206,3.826
9207,9206,10.922
9206,9207,10.922
9209,1915,14.243
1915,9209,14.243
9210,9213,2.077
9213,9210,2.077
9213,9212,1.372
9212,9213,1.372
9212,10588,5.569
10588,9212,5.569
10588,9211,1.318
9211,10588,1.318
9237,9236,10.137
9236,9237,10.137
9238,9237,15.236
9237,9238,15.236
9221,9216,4.340
9216,9221,4.340
9216,9215,9.847
9215,9216,9.847
9215,9214,9.233
9214,9215,9.233
9235,9234,3.043
9234,9235,3.043
9234,9233,3.052
9233,9234,3.052
9233,9232,3.052
9232,9233,3.052
9232,9231,3.048
9231,9232,3.048
9231,9230,3.056
9230,9231,3.056
9230,9229,3.049
9229,9230,3.049
9229,9228,3.054
9228,9229,3.054
9228,9227,3.045
9227,9228,3.045
9227,9226,3.055
9226,9227,3.055
9226,9236,3.049
9236,9226,3.049
9236,9225,2.920
9225,9236,2.920
9225,9224,2.916
9224,9225,2.916
9224,9223,2.930
9223,9224,2.930
9223,9222,2.922
9222,9223,2.922
9222,9221,2.919
9221,9222,2.919
9221,9220,3.048
9220,9221,3.048
9220,9219,3.049
9219,9220,3.049
9219,9218,3.051
9218,9219,3.051
9218,9217,3.050
9217,9218,3.050
9217,9235,3.051
9235,9217,3.051
9240,10587,1.507
10587,9240,1.507
10587,9239,5.534
9239,10587,5.534
9239,9238,1.225
9238,9239,1.225
3418,3573,13.938
3573,3418,13.938
3573,3417,5.472
3417,3573,5.472
9241,3340,2.520
3340,9241,2.520
3340,9242,2.364
9242,3340,2.364
1915,1916,13.680
1916,1915,13.680
1916,9241,44.393
9241,1916,44.393
9243,10589,1.565
10589,9243,1.565
10589,9261,9.044
9261,10589,9.044
9261,9275,29.947
9275,9261,29.947
9275,9274,15.978
9274,9275,15.978
9274,9273,12.743
9273,9274,12.743
9273,9272,5.388
9272,9273,5.388
9276,9263,15.583
9263,9276,15.583
9263,9278,4.280
9278,9263,4.280
9278,9264,5.506
9264,9278,5.506
9264,9277,20.138
9277,9264,20.138
1914,9269,45.391
9269,1914,45.391
9271,9270,7.346
9270,9271,7.346
9272,9271,11.177
9271,9272,11.177
9279,10586,1.503
10586,9279,1.503
10586,9262,9.071
9262,10586,9.071
9262,9280,7.508
9280,9262,7.508
9280,9268,9.002
9268,9280,9.002
9268,9265,2.651
9265,9268,2.651
9265,9278,3.142
9278,9265,3.142
9278,9267,3.624
9267,9278,3.624
9267,9266,4.248
9266,9267,4.248
9266,9275,29.976
9275,9266,29.976
9245,9790,1.503
9790,9245,1.503
9790,9785,6.754
9785,9790,6.754
9785,9244,4.822
9244,9785,4.822
9247,10592,7.609
10592,9247,7.609
10592,9246,1.489
9246,10592,1.489
9248,9250,10.609
9250,9248,10.609
9250,9251,24.366
9251,9250,24.366
9254,9253,19.627
9253,9254,19.627
9255,9254,3.063
9254,9255,3.063
9251,9252,4.136
9252,9251,4.136
9256,10590,1.487
10590,9256,1.487
10590,9248,16.971
9248,10590,16.971
9252,9255,15.591
9255,9252,15.591
9258,9791,1.534
9791,9258,1.534
9791,9786,6.657
9786,9791,6.657
9786,10487,2.486
10487,9786,2.486
9260,9792,1.467
9792,9260,1.467
9792,9787,6.483
9787,9792,6.483
9787,9259,8.460
9259,9787,8.460
9284,9285,2.325
9285,9284,2.325
9285,8654,11.525
8654,9285,11.525
8654,9042,48.851
9042,8654,48.851
9336,10002,14.257
10002,9336,14.257
10002,10003,12.447
10003,10002,12.447
10003,9995,35.756
9995,10003,35.756
9995,10004,2.072
10004,9995,2.072
10004,2539,34.492
2539,10004,34.492
2539,9286,8.271
9286,2539,8.271
9286,9287,4.826
9287,9286,4.826
9287,9288,13.929
9288,9287,13.929
9288,9996,18.665
9996,9288,18.665
9996,9289,10.143
9289,9996,10.143
9289,9290,8.599
9290,9289,8.599
9290,10001,15.518
10001,9290,15.518
10001,10000,8.434
10000,10001,8.434
10000,9999,8.243
9999,10000,8.243
9999,9998,10.619
9998,9999,10.619
9998,9997,8.599
9997,9998,8.599
9997,10002,11.431
10002,9997,11.431
10096,8584,6.451
8584,10096,6.451
8584,2323,20.063
2323,8584,20.063
3332,2807,12.804
2807,3332,12.804
8941,11095,16.673
11095,8941,16.673
7379,7378,83.415
7378,7379,83.415
9404,9776,5.978
9776,9404,5.978
9776,9405,37.538
9405,9776,37.538
9405,9442,3.424
9442,9405,3.424
9442,9440,1.857
9440,9442,1.857
9440,9441,2.472
9441,9440,2.472
9441,9777,41.022
9777,9441,41.022
9777,9443,5.822
9443,9777,5.822
9301,9055,30.033
9055,9301,30.033
9060,9302,6.689
9302,9060,6.689
8923,8924,32.754
8924,8923,32.754
9122,9123,35.419
9123,9122,35.419
9305,9350,2.982
9350,9305,2.982
9350,9304,11.754
9304,9350,11.754
9306,9305,12.333
9305,9306,12.333
6548,9304,15.937
9304,6548,15.937
9307,9306,16.144
9306,9307,16.144
9314,9313,14.643
9313,9314,14.643
9316,9314,119.863
9314,9316,119.863
9314,9315,14.489
9315,9314,14.489
9319,9313,24.363
9313,9319,24.363
9313,9318,119.863
9318,9313,119.863
9318,9316,14.643
9316,9318,14.643
9316,9317,17.516
9317,9316,17.516
9320,9322,11.663
9322,9320,11.663
3947,9331,3.090
9331,3947,3.090
9331,9332,2.811
9332,9331,2.811
9332,3948,13.872
3948,9332,13.872
9321,9333,3.412
9333,9321,3.412
9333,1291,9.955
1291,9333,9.955
9329,9327,12.963
9327,9329,12.963
9327,9326,9.414
9326,9327,9.414
9326,9328,4.624
9328,9326,4.624
9328,9325,11.295
9325,9328,11.295
9325,9330,16.706
9330,9325,16.706
9330,3945,14.112
3945,9330,14.112
3846,3850,21.909
3850,3846,21.909
3839,3841,22.040
3841,3839,22.040
3945,3946,10.302
3946,3945,10.302
9334,10169,10.396
10169,9334,10.396
10169,9335,2.269
9335,10169,2.269
9335,9336,23.592
9336,9335,23.592
489,10343,8.023
10343,489,8.023
10343,4146,45.904
4146,10343,45.904
4146,5518,8.261
5518,4146,8.261
5518,325,8.595
325,5518,8.595
192,10034,15.485
10034,192,15.485
10034,6263,15.479
6263,10034,15.479
6263,576,7.283
576,6263,7.283
7349,1878,7.363
1878,7349,7.363
1878,2918,23.857
2918,1878,23.857
2918,12133,19.663
12133,2918,19.663
12133,1879,2.366
1879,12133,2.366
1879,172,42.320
172,1879,42.320
9382,1846,8.281
1846,9382,8.281
9382,9383,8.111
9383,9382,8.111
9411,6035,3.000
6035,9411,3.000
9412,9411,14.379
9411,9412,14.379
5582,10449,1.543
10449,5582,1.543
10449,571,4.461
571,10449,4.461
1763,5583,3.675
5583,1763,3.675
9415,6457,5.993
6457,9415,5.993
9414,9415,13.983
9415,9414,13.983
8919,8918,32.716
8918,8919,32.716
8890,8891,9.885
8891,8890,9.885
4730,978,10.137
978,4730,10.137
9422,9424,6.591
9424,9422,6.591
9425,5835,7.895
5835,9425,7.895
9148,9706,6.496
9706,9148,6.496
9706,9153,1.907
9153,9706,1.907
9437,9742,2.060
9742,9437,2.060
9742,6106,5.597
6106,9742,5.597
9436,9437,10.463
9437,9436,10.463
9439,5636,3.951
5636,9439,3.951
9438,9439,10.022
9439,9438,10.022
9083,9084,9.910
9084,9083,9.910
2238,2239,5.715
2239,2238,5.715
9445,6037,6.822
6037,9445,6.822
9444,9445,15.239
9445,9444,15.239
8784,8332,2.879
8332,8784,2.879
8331,8334,9.029
8334,8331,9.029
5835,9426,56.832
9426,5835,56.832
5850,9446,5.040
9446,5850,5.040
9447,1893,8.363
1893,9447,8.363
4652,10723,2.774
10723,4652,2.774
10723,10724,3.155
10724,10723,3.155
10724,6605,1.458
6605,10724,1.458
6605,9448,2.822
9448,6605,2.822
9449,1894,2.742
1894,9449,2.742
1894,10721,1.390
10721,1894,1.390
10721,10722,3.154
10722,10721,3.154
10722,6603,2.542
6603,10722,2.542
7542,9918,4.840
9918,7542,4.840
9918,12034,3.353
12034,9918,3.353
12034,7543,5.394
7543,12034,5.394
1513,9470,6.682
9470,1513,6.682
223,1637,17.009
1637,223,17.009
239,9472,5.975
9472,239,5.975
9472,4019,5.973
4019,9472,5.973
11522,11521,17.915
11521,11522,17.915
11521,12962,12.495
12962,11521,12.495
9056,9057,8.808
9057,9056,8.808
9475,5413,9.755
5413,9475,9.755
9474,9475,9.304
9475,9474,9.304
2588,13096,40.713
13096,2588,40.713
13096,11832,8.720
11832,13096,8.720
75,11028,7.047
11028,75,7.047
11028,8912,3.664
8912,11028,3.664
8912,8914,2.820
8914,8912,2.820
8914,8913,6.980
8913,8914,6.980
8913,11832,7.420
11832,8913,7.420
1980,6832,13.335
6832,1980,13.335
6832,1984,14.613
1984,6832,14.613
9982,9984,7.146
9984,9982,7.146
9984,9981,3.904
9981,9984,3.904
9981,9983,7.282
9983,9981,7.282
9983,9520,5.198
9520,9983,5.198
9520,9521,46.563
9521,9520,46.563
9521,9522,8.704
9522,9521,8.704
9522,9523,7.092
9523,9522,7.092
9523,9524,5.239
9524,9523,5.239
4209,5326,59.201
5326,4209,59.201
9528,11602,5.889
11602,9528,5.889
11602,9529,2.788
9529,11602,2.788
9529,9530,14.025
9530,9529,14.025
9530,9531,2.713
9531,9530,2.713
9531,9532,10.152
9532,9531,10.152
9533,11603,5.862
11603,9533,5.862
11603,9534,6.020
9534,11603,6.020
9534,9535,11.313
9535,9534,11.313
9535,9536,5.133
9536,9535,5.133
9536,9537,4.022
9537,9536,4.022
9537,9538,5.964
9538,9537,5.964
6550,6998,78.559
6998,6550,78.559
6998,6995,49.883
6995,6998,49.883
6995,6994,1.544
6994,6995,1.544
6994,193,14.472
193,6994,14.472
9548,8468,15.040
8468,9548,15.040
686,2893,11.037
2893,686,11.037
2893,9560,14.598
9560,2893,14.598
200,1692,9.394
1692,200,9.394
1692,6273,7.558
6273,1692,7.558
4974,10390,6.305
10390,4974,6.305
10390,6608,7.309
6608,10390,7.309
9576,9577,26.536
9577,9576,26.536
9580,1373,6.453
1373,9580,6.453
1373,9581,13.747
9581,1373,13.747
9584,9585,8.705
9585,9584,8.705
9586,12815,7.328
12815,9586,7.328
12815,9588,80.556
9588,12815,80.556
9588,9589,52.634
9589,9588,52.634
9589,9587,16.424
9587,9589,16.424
9601,9603,11.100
9603,9601,11.100
9600,9601,12.182
9601,9600,12.182
9604,9599,7.250
9599,9604,7.250
9599,9600,2.830
9600,9599,2.830
7706,7713,16.765
7713,7706,16.765
7712,7706,13.588
7706,7712,13.588
7700,7694,10.003
7694,7700,10.003
7702,7700,11.511
7700,7702,11.511
7708,7702,18.849
7702,7708,18.849
7713,7708,7.035
7708,7713,7.035
9582,9605,8.476
9605,9582,8.476
9582,9583,14.911
9583,9582,14.911
9661,10173,12.864
10173,9661,12.864
10172,9660,13.470
9660,10172,13.470
9609,9662,10.900
9662,9609,10.900
9614,2359,76.430
2359,9614,76.430
714,2360,75.011
2360,714,75.011
620,8821,12.373
8821,620,12.373
8821,9615,85.500
9615,8821,85.500
9617,3448,10.179
3448,9617,10.179
736,1705,46.974
1705,736,46.974
2818,11673,7.644
11673,2818,7.644
11673,11674,4.076
11674,11673,4.076
11674,5082,3.424
5082,11674,3.424
5082,11672,6.500
11672,5082,6.500
11672,11671,6.905
11671,11672,6.905
11671,8408,11.683
8408,11671,11.683
8408,2803,9.281
2803,8408,9.281
9623,9817,16.570
9817,9623,16.570
9817,9624,5.600
9624,9817,5.600
2032,12826,7.654
12826,2032,7.654
12826,7639,6.667
7639,12826,6.667
7639,6973,34.158
6973,7639,34.158
6973,5165,24.018
5165,6973,24.018
5165,2031,17.356
2031,5165,17.356
9627,9628,11.913
9628,9627,11.913
9628,9629,34.304
9629,9628,34.304
9630,9631,12.500
9631,9630,12.500
9631,9632,21.174
9632,9631,21.174
5303,9633,3.467
9633,5303,3.467
9633,9634,5.443
9634,9633,5.443
9634,9635,5.645
9635,9634,5.645
9635,9636,7.456
9636,9635,7.456
9636,9637,5.018
9637,9636,5.018
9637,9638,10.950
9638,9637,10.950
9639,9640,31.173
9640,9639,31.173
12507,9642,5.968
9642,12507,5.968
9642,9643,15.923
9643,9642,15.923
9643,9644,3.501
9644,9643,3.501
9644,9645,4.411
9645,9644,4.411
9645,9646,16.147
9646,9645,16.147
9654,9655,41.178
9655,9654,41.178
4082,5003,5.353
5003,4082,5.353
5003,3877,14.877
3877,5003,14.877
1075,4426,1.616
4426,1075,1.616
4426,9695,8.836
9695,4426,8.836
9695,2349,21.249
2349,9695,21.249
2349,4741,18.589
4741,2349,18.589
4741,3026,25.769
3026,4741,25.769
3026,4739,26.813
4739,3026,26.813
4739,8976,17.746
8976,4739,17.746
8976,641,61.044
641,8976,61.044
6259,6230,19.131
6230,6259,19.131
6230,2480,23.003
2480,6230,23.003
2480,11699,1.828
11699,2480,1.828
11699,1073,4.301
1073,11699,4.301
2084,6260,32.403
6260,2084,32.403
6260,2248,26.715
2248,6260,26.715
2248,6259,14.977
6259,2248,14.977
1876,5124,22.475
5124,1876,22.475
5124,3507,3.288
3507,5124,3.288
3507,8404,2.463
8404,3507,2.463
8404,3508,5.816
3508,8404,5.816
3508,5126,15.060
5126,3508,15.060
5126,5127,3.204
5127,5126,3.204
9658,9722,25.497
9722,9658,25.497
9722,1815,6.107
1815,9722,6.107
9659,4780,26.885
4780,9659,26.885
10153,5026,11.412
5026,10153,11.412
5026,217,1.882
217,5026,1.882
217,6075,40.524
6075,217,40.524
6075,5150,38.548
5150,6075,38.548
5150,4779,66.862
4779,5150,66.862
4779,10155,31.220
10155,4779,31.220
10155,267,7.992
267,10155,7.992
1571,1421,11.434
1421,1571,11.434
1001,1002,50.356
1002,1001,50.356
1002,1006,58.935
1006,1002,58.935
9830,1971,4.516
1971,9830,4.516
1971,5826,6.369
5826,1971,6.369
5826,9831,10.648
9831,5826,10.648
9831,9832,43.318
9832,9831,43.318
3148,10195,2.611
10195,3148,2.611
10195,10194,3.399
10194,10195,3.399
10194,10193,3.852
10193,10194,3.852
10193,5902,1.903
5902,10193,1.903
5902,721,72.974
721,5902,72.974
3456,9833,6.644
9833,3456,6.644
9834,5625,7.083
5625,9834,7.083
9835,320,12.863
320,9835,12.863
320,4227,8.973
4227,320,8.973
4227,7221,4.827
7221,4227,4.827
7221,5709,3.610
5709,7221,3.610
5709,7223,4.565
7223,5709,4.565
7223,1177,5.127
1177,7223,5.127
1177,7224,4.564
7224,1177,4.564
7224,7226,4.481
7226,7224,4.481
7226,1539,7.183
1539,7226,7.183
1539,7225,6.196
7225,1539,6.196
7225,2704,6.491
2704,7225,6.491
2704,8870,11.138
8870,2704,11.138
8870,1883,3.244
1883,8870,3.244
1883,314,13.755
314,1883,13.755
5752,9837,6.253
9837,5752,6.253
9837,9836,29.467
9836,9837,29.467
9856,8684,5.760
8684,9856,5.760
8684,9853,11.522
9853,8684,11.522
9853,2187,8.118
2187,9853,8.118
3365,9868,9.356
9868,3365,9.356
9868,9869,17.881
9869,9868,17.881
9871,9872,25.203
9872,9871,25.203
9872,9873,21.066
9873,9872,21.066
9873,9874,1.851
9874,9873,1.851
9874,9875,2.043
9875,9874,2.043
9875,9876,24.395
9876,9875,24.395
9877,854,116.163
854,9877,116.163
1530,1521,43.144
1521,1530,43.144
23,7500,1.826
7500,23,1.826
7500,2396,7.165
2396,7500,7.165
135,10019,7.036
10019,135,7.036
10019,9888,7.025
9888,10019,7.025
9322,9321,5.334
9321,9322,5.334
7636,7637,4.460
7637,7636,4.460
1587,9890,27.581
9890,1587,27.581
2105,2483,6.436
2483,2105,6.436
2483,10037,8.703
10037,2483,8.703
12509,9893,1.900
9893,12509,1.900
9893,12508,17.205
12508,9893,17.205
9894,9895,42.165
9895,9894,42.165
9896,9895,27.765
9895,9896,27.765
9895,9897,21.314
9897,9895,21.314
1654,297,5.229
297,1654,5.229
10261,9905,5.208
9905,10261,5.208
9905,9901,73.134
9901,9905,73.134
9901,9902,1.292
9902,9901,1.292
9902,9903,1.200
9903,9902,1.200
9903,9904,25.667
9904,9903,25.667
9909,9908,4.734
9908,9909,4.734
9908,9907,2.645
9907,9908,2.645
9907,9910,13.355
9910,9907,13.355
9910,9906,10.106
9906,9910,10.106
5593,5594,6.427
5594,5593,6.427
7701,7696,17.376
7696,7701,17.376
7695,7698,1.856
7698,7695,1.856
7698,7701,14.732
7701,7698,14.732
7704,7712,36.008
7712,7704,36.008
7696,7704,13.231
7704,7696,13.231
9912,269,56.023
269,9912,56.023
9911,9912,5.117
9912,9911,5.117
9914,9913,5.276
9913,9914,5.276
6105,6108,12.163
6108,6105,12.163
6108,9914,8.833
9914,6108,8.833
164,921,44.327
921,164,44.327
5326,879,21.164
879,5326,21.164
5284,12776,36.441
12776,5284,36.441
5287,5284,23.248
5284,5287,23.248
9941,9986,25.302
9986,9941,25.302
9986,7003,0.809
7003,9986,0.809
7003,9012,3.013
9012,7003,3.013
9012,7377,16.501
7377,9012,16.501
9980,9961,4.797
9961,9980,4.797
9961,9979,2.538
9979,9961,2.538
8149,6768,15.265
6768,8149,15.265
6768,190,13.143
190,6768,13.143
6244,9966,10.866
9966,6244,10.866
9966,9967,107.048
9967,9966,107.048
9967,6583,8.277
6583,9967,8.277
3142,3172,7.518
3172,3142,7.518
3172,12,3.859
12,3172,3.859
12,3134,3.145
3134,12,3.145
3134,3717,5.479
3717,3134,5.479
3717,3716,4.423
3716,3717,4.423
3716,9970,6.746
9970,3716,6.746
1707,1485,33.185
1485,1707,33.185
9978,9962,4.279
9962,9978,4.279
9979,9978,18.466
9978,9979,18.466
2870,10145,4.854
10145,2870,4.854
9987,9985,2.146
9985,9987,2.146
9985,11164,16.351
11164,9985,16.351
11164,9986,10.653
9986,11164,10.653
3746,12151,22.347
12151,3746,22.347
9991,7208,9.591
7208,9991,9.591
9992,6392,2.824
6392,9992,2.824
6392,6001,13.842
6001,6392,13.842
6001,9993,5.096
9993,6001,5.096
9993,6696,22.556
6696,9993,22.556
6696,2414,7.216
2414,6696,7.216
2414,536,14.178
536,2414,14.178
165,6003,25.644
6003,165,25.644
6003,9991,2.929
9991,6003,2.929
5856,7347,32.436
7347,5856,32.436
9994,2908,18.514
2908,9994,18.514
3364,10006,17.372
10006,3364,17.372
10006,10039,7.057
10039,10006,7.057
10039,10005,1.691
10005,10039,1.691
10011,10009,43.681
10009,10011,43.681
10017,10015,7.566
10015,10017,7.566
10015,10014,5.987
10014,10015,5.987
10014,10013,15.463
10013,10014,15.463
10013,10008,2.263
10008,10013,2.263
10008,10012,2.023
10012,10008,2.023
10012,10007,13.051
10007,10012,13.051
10007,10011,4.045
10011,10007,4.045
10011,10010,18.420
10010,10011,18.420
8856,10018,6.544
10018,8856,6.544
10018,10017,13.191
10017,10018,13.191
10017,10016,20.967
10016,10017,20.967
11301,3938,12.842
3938,11301,12.842
3938,9947,8.177
9947,3938,8.177
9947,3939,11.222
3939,9947,11.222
3939,10029,9.113
10029,3939,9.113
10029,8915,14.918
8915,10029,14.918
8915,698,12.993
698,8915,12.993
45,11308,4.010
11308,45,4.010
11308,2635,8.466
2635,11308,8.466
2635,968,16.274
968,2635,16.274
1813,11305,10.453
11305,1813,10.453
10038,10046,32.097
10046,10038,32.097
10006,10038,4.572
10038,10006,4.572
9286,10043,11.426
10043,9286,11.426
10041,10047,3.109
10047,10041,3.109
10047,10042,13.128
10042,10047,13.128
10042,10044,10.842
10044,10042,10.842
10044,10045,4.787
10045,10044,4.787
8189,10048,23.548
10048,8189,23.548
470,471,9.805
471,470,9.805
